CODIGO_OPENDATA ,CODIGO DE IDENTIFICACION ESTACION,CODIGO DE IDENTIFICACION EQUIPO,NUMERO SERVICIO,CODIGO CONECTOR,TIPO CONECTOR,POTENCIA MAXIMA DE CARGA (W),Nº SERVICIOS EQUIPO,Nº DE CONECTORES EQUIPO,TIPO DE CARGA,COORDENADA_X,COORDENADA_Y,DIRECCION ,DISTRITO,BARRIO,CODIGO POSTAL,CODIGO ASIA,TIPO DE ACCESO,OPERADOR,TELF,TARIFA ,CONTROL DE ACCESO,RESTRICCION DE USO,ConnectorLockFailure,GroundFailure,HighTemperature,Mode3Error,NoError,OtherError,OverCurrentFailure,PowerMeterFailure,PowerSwitchFailure,ReaderFailure,ResetFailure,UnderVoltage,WeakSignal,Available,Occupied,Reserved,Unavailable,Faulted,Authorisation,StartTransaction,DataTranfer,DiagnosticsStatusNotification,HeartBeat,MeterValues,StatusNotification,StopTransaccion,CancelReservation,ChangeAvailability,ChangeConfiguration,ClearCache,DataTranfer,GetConfiguration,GetDiagnostics,GetLocalListVersion,RemoteStartTransaction,RemoteStopTransaction,ReserveNow,Reset,SendLocalList,UnlockConnector,UptateFirmware,Ide euip,
21901022,219,01,02,2,MENNEKES,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21901031,219,01,03,1,SCHUKO,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21901032,219,01,03,2,MENNEKES,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21901041,219,01,04,1,SCHUKO,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,0
21901042,219,01,04,2,MENNEKES,3600,1,2,LENTA,41.427642,2.176832,"C/ RamOn AlbO, 77s",,,,99400274487,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,0
22001011,220,01,01,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,2201
22001012,220,01,01,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001021,220,01,02,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001022,220,01,02,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001031,220,01,03,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001032,220,01,03,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22001041,220,01,04,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001042,220,01,04,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001051,220,01,05,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001052,220,01,05,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001061,220,01,06,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001062,220,01,06,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001071,220,01,07,1,SCHUKO,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22001072,220,01,07,2,MENNEKES,3600,1,2,LENTA,41.402932,2.189978,"C/ Badajoz, 168",,,,99400335495,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,0
22101011,221,01,01,1,SCHUKO,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211,2211
22101012,221,01,01,2,MENNEKES,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211,0
22101021,221,01,02,1,SCHUKO,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101022,221,01,02,2,MENNEKES,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101031,221,01,03,1,SCHUKO,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101032,221,01,03,2,MENNEKES,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22101041,221,01,04,1,SCHUKO,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211,0
22101042,221,01,04,2,MENNEKES,3600,1,2,LENTA,41.405720,2.162633,"C/ de l´Escorial, 1 (Pl Joanic, 1)",,,,99400176822,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211,0
22201011,222,01,01,1,SCHUKO,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,2221
22201012,222,01,01,2,MENNEKES,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201021,222,01,02,1,SCHUKO,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201022,222,01,02,2,MENNEKES,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201031,222,01,03,1,SCHUKO,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201032,222,01,03,2,MENNEKES,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201041,222,01,04,1,SCHUKO,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22201042,222,01,04,2,MENNEKES,3600,1,2,LENTA,41.442004,2.177549,"Pl. Francesc Layret - Via Julia, 95",,,,2059101256,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221,0
22301011,223,01,01,1,SCHUKO,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,2231
22301012,223,01,01,2,MENNEKES,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301021,223,01,02,1,SCHUKO,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301022,223,01,02,2,MENNEKES,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301031,223,01,03,1,SCHUKO,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301032,223,01,03,2,MENNEKES,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301043,223,01,04,3,SCHUKO,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22301044,223,01,04,4,MENNEKES,3600,1,2,LENTA,41.399910,2.123302,"C/ Salvador Mundi, 17",,,,1185155556,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,0
22401011,224,01,01,1,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,2241
22401012,224,01,01,2,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401021,224,01,02,1,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401022,224,01,02,2,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401031,224,01,03,1,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22401032,224,01,03,2,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22401040,224,01,04,,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401040,224,01,04,,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401050,224,01,05,,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401050,224,01,05,,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401060,224,01,06,,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401060,224,01,06,,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,0
22401070,224,01,07,,SCHUKO,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22401070,224,01,07,,MENNEKES,3600,1,2,LENTA,41.430481,2.187955,"C/ Monges, 2",Sant Andreu,,,2059101139,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501011,225,01,01,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501012,225,01,01,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501021,225,01,02,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501022,225,01,02,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501031,225,01,03,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501032,225,01,03,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22501041,225,01,04,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,2251
22501042,225,01,04,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,0
22501051,225,01,05,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,0
22501052,225,01,05,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,0
22501061,225,01,06,1,SCHUKO,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,0
22501062,225,01,06,2,MENNEKES,3600,1,2,LENTA,41.409160,2.168148,"C/ Marina, 345 - Trav de GrAcia, 330",,,,93173100908,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,0
22601011,226,01,01,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,2261
22601012,226,01,01,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601021,226,01,02,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601022,226,01,02,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601031,226,01,03,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601032,226,01,03,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601041,226,01,04,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601042,226,01,04,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601051,226,01,05,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601052,226,01,05,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601061,226,01,06,1,SCHUKO,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
22601062,226,01,06,2,MENNEKES,3600,1,2,LENTA,41.385436,2.193469,"C/ Doctor Aiguader, 86-88",,,,99400180604,APARCAMENT PUBLIC,BSM,934092020 ,GRATUIT,LLIURE,SENSE RESTRICCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,0
